ComID,CodRIP,CodREG,CodPROV,CodCOM,CodUTS,Name,Area (m2),UTM X (m E),UTM Y (m N),Lat (Deg N),Lon (Deg E),EOBS Points
1,1,1,1,201,1001,Agliè,1.33E+07,404145.0229,5.02E+06,45.36590751,7.775985593,4
2,1,1,1,201,1002,Airasca,1.60E+07,380314.3611,4.98E+06,44.92176384,7.48350462,4
3,1,1,1,201,1003,Ala di Stura,4.58E+07,365323.497,5.02E+06,45.30680451,7.282043585,4
4,1,1,1,201,1004,Albiano d'Ivrea,1.10E+07,417371.7088,5.03E+06,45.43159021,7.943659898,4
5,1,1,1,201,1006,Almese,1.77E+07,375740.6579,5.00E+06,45.11800544,7.420164078,4
6,1,1,1,201,1007,Alpette,5.32E+06,388593.8999,5.03E+06,45.40664502,7.576383646,4
7,1,1,1,201,1008,Alpignano,1.20E+07,383317.5702,5.00E+06,45.10086257,7.516941266,4
8,1,1,1,201,1009,Andezeno,7.50E+06,410705.552,4.99E+06,45.03583773,7.866334745,4
9,1,1,1,201,1010,Andrate,9.11E+06,413048.3714,5.04E+06,45.54700473,7.88611636,4
10,1,1,1,201,1011,Angrogna,3.83E+07,355962.2016,4.97E+06,44.86102986,7.176867615,4
11,1,1,1,201,1012,Arignano,7.99E+06,413281.2832,4.99E+06,45.0377663,7.898998749,4
12,1,1,1,201,1013,Avigliana,2.37E+07,373435.9016,4.99E+06,45.07509171,7.392066446,4
13,1,1,1,201,1014,Azeglio,1.01E+07,421162.1074,5.03E+06,45.42290137,7.992271973,4
14,1,1,1,201,1015,Bairo,6.99E+06,401953.378,5.03E+06,45.3767425,7.747760349,4
15,1,1,1,201,1016,Balangero,1.31E+07,383928.7434,5.01E+06,45.27694025,7.520152834,4
16,1,1,1,201,1017,Baldissero Canavese,4.51E+06,401767.466,5.03E+06,45.40552672,7.744748795,4
17,1,1,1,201,1018,Baldissero Torinese,1.59E+07,405879.8145,4.99E+06,45.07001905,7.804355997,4
18,1,1,1,201,1019,Balme,6.29E+07,357872.4272,5.02E+06,45.30001995,7.187212487,4
19,1,1,1,201,1020,Banchette,1.88E+06,410456.0225,5.03E+06,45.45824125,7.854708708,4
20,1,1,1,201,1021,Barbania,1.28E+07,391840.7427,5.02E+06,45.29432011,7.620605583,4
21,1,1,1,201,1022,Bardonecchia,1.32E+08,321526.4873,5.00E+06,45.10090555,6.731560891,6
22,1,1,1,201,1023,Barone Canavese,4.00E+06,411064.7412,5.02E+06,45.31827409,7.865298693,4
23,1,1,1,201,1024,Beinasco,6.69E+06,388890.5396,4.99E+06,45.01622319,7.589857272,4
24,1,1,1,201,1025,Bibiana,1.84E+07,364176.4686,4.96E+06,44.78796133,7.283008967,4
25,1,1,1,201,1026,Bobbio Pellice,9.46E+07,347040.8672,4.96E+06,44.78460937,7.066504678,4
26,1,1,1,201,1027,Bollengo,1.43E+07,417802.2979,5.04E+06,45.4657142,7.948530769,4
27,1,1,1,201,1028,Borgaro Torinese,1.09E+07,394950.496,5.00E+06,45.1468519,7.663724916,4
28,1,1,1,201,1029,Borgiallo,6.97E+06,395161.325,5.03E+06,45.42774457,7.659807368,4
29,1,1,1,201,1030,Borgofranco d'Ivrea,1.35E+07,410246.7215,5.04E+06,45.51457835,7.850886664,4
30,1,1,1,201,1031,Borgomasino,1.21E+07,420110.8852,5.02E+06,45.3624477,7.979923173,4
31,1,1,1,201,1032,Borgone Susa,5.00E+06,361948.3199,5.00E+06,45.12178581,7.244691914,4
32,1,1,1,201,1033,Bosconero,1.11E+07,403290.7982,5.01E+06,45.26985677,7.767162539,4
33,1,1,1,201,1034,Brandizzo,6.23E+06,408379.6039,5.00E+06,45.17366656,7.834002195,4
34,1,1,1,201,1035,Bricherasio,2.28E+07,365441.8783,4.97E+06,44.83218235,7.297704766,4
35,1,1,1,201,1036,Brosso,1.12E+07,406088.1338,5.04E+06,45.51111776,7.797717739,4
36,1,1,1,201,1037,Brozolo,9.06E+06,426840.8477,5.00E+06,45.11423061,8.069914507,4
37,1,1,1,201,1038,Bruino,5.68E+06,379760.5944,4.99E+06,45.01421605,7.474038161,4
38,1,1,1,201,1039,Brusasco,1.46E+07,426297.3078,5.00E+06,45.15150543,8.062393766,4
39,1,1,1,201,1040,Bruzolo,1.23E+07,358404.8638,5.00E+06,45.15802815,7.198496009,4
40,1,1,1,201,1041,Buriasco,1.50E+07,375495.8859,4.97E+06,44.8745431,7.423742417,4
41,1,1,1,201,1042,Burolo,5.61E+06,416203.7652,5.04E+06,45.48496236,7.927717352,4
42,1,1,1,201,1043,Busano,5.23E+06,395074.1471,5.02E+06,45.32309116,7.661165161,4
43,1,1,1,201,1044,Bussoleno,3.71E+07,353457.2205,5.00E+06,45.13155975,7.136410317,4
44,1,1,1,201,1045,Buttigliera Alta,8.06E+06,376834.6438,4.99E+06,45.07375688,7.435282215,4
45,1,1,1,201,1046,Cafasse,1.05E+07,382915.2999,5.01E+06,45.24423096,7.508089013,4
46,1,1,1,201,1047,Caluso,3.94E+07,412364.5085,5.01E+06,45.28142548,7.882606202,4
47,1,1,1,201,1048,Cambiano,1.38E+07,402631.5406,4.98E+06,44.96943443,7.76525603,4
48,1,1,1,201,1049,Campiglione Fenile,1.13E+07,367736.7467,4.96E+06,44.80471992,7.327531383,4
49,1,1,1,201,1050,Candia Canavese,9.20E+06,413598.0129,5.02E+06,45.33044741,7.89738392,4
50,1,1,1,201,1051,Candiolo,1.24E+07,387856.0108,4.98E+06,44.96370407,7.578027033,4
51,1,1,1,201,1052,Canischio,1.22E+07,388662.0138,5.03E+06,45.38070226,7.577904985,4
52,1,1,1,201,1053,Cantalupa,1.14E+07,368493.8975,4.98E+06,44.95137864,7.33287486,4
53,1,1,1,201,1054,Cantoira,2.33E+07,373733.1381,5.02E+06,45.35068019,7.388074347,4
54,1,1,1,201,1055,Caprie,1.62E+07,369553.0916,5.00E+06,45.13406959,7.341029487,4
55,1,1,1,201,1056,Caravino,1.15E+07,418688.6228,5.03E+06,45.39930644,7.961087873,4
56,1,1,1,201,1057,Carema,1.03E+07,408805.5909,5.05E+06,45.58577682,7.830960523,4
57,1,1,1,201,1058,Carignano,4.98E+07,394321.677,4.97E+06,44.89745347,7.661550759,4
58,1,1,1,201,1059,Carmagnola,9.62E+07,400077.3305,4.97E+06,44.85841397,7.735303456,5
59,1,1,1,201,1060,Casalborgone,2.00E+07,416283.6641,5.00E+06,45.12959701,7.935413325,4
60,1,1,1,201,1061,Cascinette d'Ivrea,2.20E+06,414651.6098,5.04E+06,45.48127114,7.907926779,4
61,1,1,1,201,1062,Caselette,1.39E+07,379681.6783,5.00E+06,45.10643124,7.470579562,4
62,1,1,1,201,1063,Caselle Torinese,2.41E+07,394020.8769,5.00E+06,45.17749669,7.651176718,4
63,1,1,1,201,1064,Castagneto Po,1.18E+07,413008.9128,5.00E+06,45.16267065,7.893129675,4
64,1,1,1,201,1065,Castagnole Piemonte,1.73E+07,386812.0441,4.97E+06,44.89499173,7.566500168,4
65,1,1,1,201,1066,Castellamonte,3.86E+07,399490.2638,5.03E+06,45.40446822,7.715673801,4
66,1,1,1,201,1067,Castelnuovo Nigra,2.84E+07,396716.666,5.04E+06,45.46610071,7.678794669,4
67,1,1,1,201,1068,Castiglione Torinese,1.41E+07,405882.7612,5.00E+06,45.11288752,7.803498561,4
68,1,1,1,201,1069,Cavagnolo,1.23E+07,424071.4651,5.00E+06,45.14579008,8.03417431,4
69,1,1,1,201,1070,Cavour,4.83E+07,372541.3487,4.96E+06,44.79468406,7.388564872,4
70,1,1,1,201,1071,Cercenasco,1.34E+07,381729.7444,4.97E+06,44.86626391,7.50287943,4
71,1,1,1,201,1072,Ceres,2.78E+07,371626.8201,5.02E+06,45.32082061,7.36204624,4
72,1,1,1,201,1073,Ceresole Reale,1.00E+08,358519.2461,5.03E+06,45.4443399,7.190865533,5
73,1,1,1,201,1074,Cesana Torinese,1.22E+08,327991.0478,4.98E+06,44.9277331,6.820309281,7
74,1,1,1,201,1075,Chialamberto,3.55E+07,369990.3188,5.03E+06,45.37765848,7.339504015,4
75,1,1,1,201,1076,Chianocco,1.88E+07,356236.6186,5.00E+06,45.16642882,7.17064064,4
76,1,1,1,201,1077,Chiaverano,1.16E+07,414237.7643,5.04E+06,45.50428226,7.902184382,4
77,1,1,1,201,1078,Chieri,5.45E+07,407599.5144,4.98E+06,45.00362155,7.827558842,4
78,1,1,1,201,1079,Chiesanuova,4.41E+06,394227.3927,5.03E+06,45.42278278,7.647986996,4
79,1,1,1,201,1080,Chiomonte,2.66E+07,341543.9841,5.00E+06,45.10211188,6.98594567,4
80,1,1,1,201,1081,Chiusa di San Michele,5.68E+06,368024.2383,5.00E+06,45.09873688,7.322621884,4
81,1,1,1,201,1082,Chivasso,5.12E+07,413289.463,5.01E+06,45.2056998,7.895867826,4
82,1,1,1,201,1083,Ciconio,3.24E+06,402921.9579,5.02E+06,45.3297266,7.761157314,4
83,1,1,1,201,1084,Cintano,4.81E+06,396884.1124,5.03E+06,45.44093677,7.681523255,4
84,1,1,1,201,1085,Cinzano,6.39E+06,415209.7619,4.99E+06,45.09293706,7.92244707,4
85,1,1,1,201,1086,Ciriè,1.74E+07,389416.9073,5.01E+06,45.21971103,7.591539486,4
86,1,1,1,201,1087,Claviere,2.38E+06,322997.4635,4.98E+06,44.92718341,6.757052298,4
87,1,1,1,201,1088,Coassolo Torinese,2.79E+07,379754.4217,5.02E+06,45.32522211,7.465630279,4
88,1,1,1,201,1089,Coazze,5.60E+07,360762.73,4.99E+06,45.05083054,7.231808331,4
89,1,1,1,201,1090,Collegno,1.81E+07,389090.3368,4.99E+06,45.0913467,7.590548554,4
90,1,1,1,201,1091,Colleretto Castelnuovo,6.24E+06,395880.771,5.03E+06,45.4396485,7.668724441,4
91,1,1,1,201,1092,Colleretto Giacosa,4.50E+06,407157.4905,5.03E+06,45.4304375,7.81310278,4
92,1,1,1,201,1093,Condove,7.15E+07,364181.4778,5.00E+06,45.15712311,7.27201888,4
93,1,1,1,201,1094,Corio,4.15E+07,383946.8048,5.02E+06,45.32930803,7.519019976,4
94,1,1,1,201,1095,Cossano Canavese,2.95E+06,421749.0325,5.03E+06,45.38614432,8.000422727,4
95,1,1,1,201,1096,Cuceglio,6.85E+06,407008.4104,5.02E+06,45.35782362,7.812718626,4
96,1,1,1,201,1097,Cumiana,6.07E+07,372596.3685,4.98E+06,44.9677122,7.384424116,4
97,1,1,1,201,1098,Cuorgnè,1.88E+07,392952.4819,5.03E+06,45.39956778,7.632251268,4
98,1,1,1,201,1099,Druento,2.75E+07,387501.4338,5.00E+06,45.15265359,7.568824344,4
99,1,1,1,201,1100,Exilles,4.65E+07,336290.9265,5.00E+06,45.10650994,6.919016797,4
100,1,1,1,201,1101,Favria,1.47E+07,396950.8484,5.02E+06,45.31047378,7.685403395,4
101,1,1,1,201,1102,Feletto,8.06E+06,402639.1487,5.02E+06,45.2954211,7.758297759,4
102,1,1,1,201,1103,Fenestrelle,4.95E+07,347037.2541,4.99E+06,45.02217853,7.058476247,4
103,1,1,1,201,1104,Fiano,1.20E+07,384418.2755,5.01E+06,45.21218107,7.528067785,4
104,1,1,1,201,1105,Fiorano Canavese,4.34E+06,408499.8153,5.04E+06,45.46624159,7.829522691,4
105,1,1,1,201,1106,Foglizzo,1.55E+07,407678.3935,5.01E+06,45.26707275,7.823152688,4
106,1,1,1,201,1107,Forno Canavese,1.69E+07,387753.1912,5.02E+06,45.34742325,7.567137289,4
107,1,1,1,201,1108,Frassinetto,2.49E+07,392122.6964,5.04E+06,45.46344414,7.620093053,4
108,1,1,1,201,1109,Front,1.08E+07,395540.9464,5.01E+06,45.27353152,7.668282259,4
109,1,1,1,201,1110,Frossasco,2.03E+07,370378.1352,4.98E+06,44.9344682,7.357244098,4
110,1,1,1,201,1111,Garzigliana,6.98E+06,370992.9119,4.97E+06,44.83337092,7.367897213,4
111,1,1,1,201,1112,Gassino Torinese,2.00E+07,408618.1961,5.00E+06,45.11746221,7.838181002,4
112,1,1,1,201,1113,Germagnano,1.47E+07,378851.4605,5.01E+06,45.25229236,7.456088445,4
113,1,1,1,201,1114,Giaglione,3.36E+07,339097.9415,5.00E+06,45.15010771,6.953138784,4
114,1,1,1,201,1115,Giaveno,7.26E+07,366452.3798,4.99E+06,45.02493643,7.30482687,5
115,1,1,1,201,1116,Givoletto,1.30E+07,381646.5597,5.00E+06,45.16242379,7.494082806,4
116,1,1,1,201,1117,Gravere,1.88E+07,344936.169,5.00E+06,45.10681288,7.028900227,4
117,1,1,1,201,1118,Groscavallo,9.22E+07,361377.1105,5.03E+06,45.36739311,7.229815272,5
118,1,1,1,201,1119,Grosso,4.08E+06,387323.4978,5.01E+06,45.26660843,7.563694912,4
119,1,1,1,201,1120,Grugliasco,1.32E+07,389257.6398,4.99E+06,45.05524515,7.593560595,4
120,1,1,1,201,1121,Ingria,1.52E+07,389578.8822,5.04E+06,45.47758251,7.587200635,4
121,1,1,1,201,1122,Inverso Pinasca,8.14E+06,359068.8869,4.98E+06,44.93365298,7.213942376,4
122,1,1,1,201,1123,Isolabella,4.78E+06,414008.397,4.97E+06,44.90420846,7.910761545,4
123,1,1,1,201,1124,Issiglio,5.59E+06,401189.4609,5.03E+06,45.44884937,7.736396445,4
124,1,1,1,201,1125,Ivrea,3.07E+07,413298.0092,5.03E+06,45.4543,7.891135798,4
125,1,1,1,201,1126,La Cassa,1.16E+07,383596.1583,5.00E+06,45.18006827,7.518431834,4
126,1,1,1,201,1127,La Loggia,1.28E+07,395571.9151,4.98E+06,44.95333022,7.676102382,4
127,1,1,1,201,1128,Lanzo Torinese,1.03E+07,380815.7032,5.01E+06,45.27544869,7.480502957,4
128,1,1,1,201,1129,Lauriano,1.44E+07,420527.9786,5.00E+06,45.1528699,7.988975291,4
129,1,1,1,201,1130,Leini,3.19E+07,399452.8659,5.00E+06,45.1874347,7.720088388,4
130,1,1,1,201,1131,Lemie,4.54E+07,365289.6022,5.01E+06,45.227726,7.283996229,4
131,1,1,1,201,1132,Lessolo,8.03E+06,407944.8545,5.04E+06,45.4825331,7.822084179,4
132,1,1,1,201,1133,Levone,5.66E+06,390413.2615,5.02E+06,45.32024086,7.601763119,4
133,1,1,1,201,1134,Locana,1.33E+08,375690.8226,5.03E+06,45.43644465,7.410663507,5
134,1,1,1,201,1135,Lombardore,1.25E+07,400110.3528,5.01E+06,45.23491221,7.727399333,4
135,1,1,1,201,1136,Lombriasco,7.83E+06,392209.5074,4.97E+06,44.84422663,7.636057437,4
136,1,1,1,201,1137,Loranzè,4.38E+06,406855.3969,5.03E+06,45.4456485,7.808920788,4
137,1,1,1,201,1139,Luserna San Giovanni,1.69E+07,360670.1732,4.96E+06,44.806091,7.238133051,4
138,1,1,1,201,1140,Lusernetta,7.36E+06,361109.8258,4.96E+06,44.79531327,7.244019621,4
139,1,1,1,201,1141,Lusigliè,4.97E+06,403600.8998,5.02E+06,45.31118187,7.770222819,4
140,1,1,1,201,1142,Macello,1.46E+07,374813.3995,4.97E+06,44.84961122,7.415786014,4
141,1,1,1,201,1143,Maglione,6.61E+06,422444.9957,5.02E+06,45.35086141,8.009928754,4
142,1,1,1,201,1144,Marentino,1.10E+07,411742.2528,4.99E+06,45.06479897,7.87893081,4
143,1,1,1,201,1145,Massello,3.77E+07,344145.2294,4.98E+06,44.96874604,7.023606635,4
144,1,1,1,201,1146,Mathi,7.12E+06,385735.8395,5.01E+06,45.2613987,7.54358999,4
145,1,1,1,201,1147,Mattie,2.87E+07,351044.9047,5.00E+06,45.09630354,7.106899186,4
146,1,1,1,201,1148,Mazzè,2.70E+07,416819.0937,5.02E+06,45.28440119,7.939348864,4
147,1,1,1,201,1149,Meana di Susa,1.64E+07,347797.2338,5.00E+06,45.10056673,7.065479837,4
148,1,1,1,201,1150,Mercenasco,1.27E+07,411460.44,5.02E+06,45.35659208,7.86958506,4
149,1,1,1,201,1152,Mezzenile,2.93E+07,371916.769,5.02E+06,45.28234016,7.366851238,4
150,1,1,1,201,1153,Mombello di Torino,4.02E+06,414783.3263,4.99E+06,45.04310311,7.917968444,4
151,1,1,1,201,1154,Mompantero,3.00E+07,348807.13,5.00E+06,45.16857143,7.076029622,4
152,1,1,1,201,1155,Monastero di Lanzo,1.75E+07,377066.0576,5.02E+06,45.32395268,7.431360904,4
153,1,1,1,201,1156,Moncalieri,4.76E+07,397731.3401,4.98E+06,44.9881129,7.70269469,4
154,1,1,1,201,1157,Moncenisio,4.48E+06,341699.7494,5.01E+06,45.20440123,6.984321478,4
155,1,1,1,201,1158,Montaldo Torinese,4.63E+06,409717.2654,4.99E+06,45.06690916,7.853166778,4
156,1,1,1,201,1159,Montalenghe,6.78E+06,408640.8746,5.02E+06,45.33115263,7.834109008,4
157,1,1,1,201,1160,Montalto Dora,7.21E+06,411145.0153,5.04E+06,45.4939539,7.862802942,4
158,1,1,1,201,1161,Montanaro,2.10E+07,409732.6957,5.01E+06,45.23450493,7.849996944,4
159,1,1,1,201,1162,Monteu da Po,7.50E+06,422616.0247,5.00E+06,45.16239723,8.015374858,4
160,1,1,1,201,1163,Moriondo Torinese,6.61E+06,416229.1919,4.99E+06,45.0347906,7.936481217,4
161,1,1,1,201,1164,Nichelino,2.11E+07,391535.1781,4.98E+06,44.98994175,7.624050983,4
162,1,1,1,201,1165,Noasca,7.84E+07,367231.3946,5.04E+06,45.46522511,7.301642515,5
163,1,1,1,201,1166,Nole,1.12E+07,387612.1987,5.01E+06,45.24365587,7.567952151,4
164,1,1,1,201,1167,Nomaglio,2.97E+06,411073.01,5.04E+06,45.54227137,7.860906777,4
165,1,1,1,201,1168,None,2.43E+07,385507.3809,4.98E+06,44.93998057,7.548844772,4
166,1,1,1,201,1169,Novalesa,2.88E+07,345618.8154,5.01E+06,45.19554013,7.03452931,4
167,1,1,1,201,1170,Oglianico,6.29E+06,397447.6494,5.02E+06,45.31718114,7.691586729,4
168,1,1,1,201,1171,Orbassano,2.21E+07,386160.0142,4.98E+06,45.00629698,7.555452482,4
169,1,1,1,201,1172,Orio Canavese,7.07E+06,410186.9853,5.02E+06,45.32586156,7.85394664,4
170,1,1,1,201,1173,Osasco,5.72E+06,369489.2389,4.97E+06,44.84861751,7.348438245,4
171,1,1,1,201,1174,Osasio,4.56E+06,390159.0354,4.97E+06,44.87423259,7.609389322,4
172,1,1,1,201,1175,Oulx,9.93E+07,326573.1814,4.99E+06,45.04461256,6.797869558,6
173,1,1,1,201,1176,Ozegna,5.29E+06,401991.9455,5.02E+06,45.34441598,7.748965655,4
174,1,1,1,201,1177,Palazzo Canavese,5.18E+06,420241.4172,5.03E+06,45.45646489,7.979898746,4
175,1,1,1,201,1178,Pancalieri,1.48E+07,388084.0495,4.97E+06,44.83218945,7.584150302,4
176,1,1,1,201,1179,Parella,2.85E+06,405778.588,5.03E+06,45.42310107,7.795630919,4
177,1,1,1,201,1180,Pavarolo,4.42E+06,408138.8219,4.99E+06,45.07670353,7.832916957,4
178,1,1,1,201,1181,Pavone Canavese,1.14E+07,410111.4848,5.03E+06,45.42933825,7.850888975,4
179,1,1,1,201,1183,Pecetto Torinese,9.20E+06,401726.1008,4.99E+06,45.0181569,7.752717441,4
180,1,1,1,201,1184,Perosa Argentina,2.63E+07,357129.5925,4.98E+06,44.98221563,7.187836804,4
181,1,1,1,201,1185,Perosa Canavese,4.38E+06,408815.2515,5.03E+06,45.40751962,7.834767158,4
182,1,1,1,201,1186,Perrero,6.28E+07,351798.7582,4.98E+06,44.92352235,7.122136449,4
183,1,1,1,201,1187,Pertusio,3.90E+06,393465.499,5.02E+06,45.35023513,7.639989339,4
184,1,1,1,201,1188,Pessinetto,5.66E+06,376649.6735,5.02E+06,45.28695936,7.427071459,4
185,1,1,1,201,1189,Pianezza,1.66E+07,386249.7838,5.00E+06,45.11387083,7.553881861,4
186,1,1,1,201,1190,Pinasca,3.47E+07,361759.7769,4.98E+06,44.96719199,7.247023767,4
187,1,1,1,201,1191,Pinerolo,4.95E+07,369515.687,4.97E+06,44.89128518,7.347552188,4
188,1,1,1,201,1192,Pino Torinese,2.17E+07,403726.1128,4.99E+06,45.04434998,7.777543847,4
189,1,1,1,201,1193,Piobesi Torinese,1.94E+07,389777.9193,4.98E+06,44.92033747,7.603448555,4
190,1,1,1,201,1194,Piossasco,4.03E+07,377729.1601,4.98E+06,44.98689065,7.448994763,4
191,1,1,1,201,1195,Piscina,9.92E+06,375789.2986,4.98E+06,44.92046963,7.426204518,4
192,1,1,1,201,1196,Piverone,1.12E+07,422515.1309,5.03E+06,45.44090702,8.009251705,4
193,1,1,1,201,1197,Poirino,7.58E+07,408634.7778,4.97E+06,44.90245611,7.84273019,4
194,1,1,1,201,1198,Pomaretto,8.44E+06,356287.618,4.98E+06,44.95036834,7.178165914,4
195,1,1,1,201,1199,Pont Canavese,1.83E+07,389371.7307,5.03E+06,45.43234834,7.585681588,4
196,1,1,1,201,1200,Porte,4.72E+06,363203.081,4.97E+06,44.89458748,7.267510564,4
197,1,1,1,201,1201,Pragelato,8.94E+07,338059.3571,4.98E+06,44.9831703,6.9459167,4
198,1,1,1,201,1202,Prali,7.24E+07,345574.2014,4.97E+06,44.88193433,7.044675725,4
199,1,1,1,201,1203,Pralormo,2.97E+07,412861.5792,4.97E+06,44.85286704,7.89721628,4
200,1,1,1,201,1204,Pramollo,2.26E+07,357152.1776,4.97E+06,44.90105125,7.190675164,4
201,1,1,1,201,1205,Prarostino,1.11E+07,362955.2104,4.97E+06,44.86612228,7.26522721,4
202,1,1,1,201,1206,Prascorsano,6.34E+06,391806.0578,5.02E+06,45.36380289,7.618474828,4
203,1,1,1,201,1207,Pratiglione,8.14E+06,388639.8159,5.02E+06,45.36173425,7.578096919,4
204,1,1,1,201,1208,Quagliuzzo,1.94E+06,404605.1004,5.03E+06,45.42408098,7.780609886,4
205,1,1,1,201,1209,Quassolo,3.89E+06,408411.4196,5.04E+06,45.5251295,7.827169978,4
206,1,1,1,201,1210,Quincinetto,1.74E+07,404689.8495,5.05E+06,45.55711174,7.778821324,4
207,1,1,1,201,1211,Reano,7.16E+06,376269.5191,4.99E+06,45.05308785,7.428669196,4
208,1,1,1,201,1212,Ribordone,4.36E+07,381171.9718,5.03E+06,45.45279419,7.480303139,4
209,1,1,1,201,1213,Rivalba,1.05E+07,412662.1005,5.00E+06,45.12311863,7.889485074,4
210,1,1,1,201,1214,Rivalta di Torino,2.50E+07,383372.4337,4.99E+06,45.02230087,7.519667762,4
211,1,1,1,201,1215,Riva presso Chieri,3.59E+07,412384.0361,4.98E+06,44.97936405,7.888737062,4
212,1,1,1,201,1216,Rivara,1.20E+07,392869.8844,5.02E+06,45.32551416,7.632980833,4
213,1,1,1,201,1217,Rivarolo Canavese,3.22E+07,400030.4453,5.02E+06,45.30417201,7.724831156,4
214,1,1,1,201,1218,Rivarossa,1.10E+07,398173.9484,5.01E+06,45.25325229,7.702311839,4
215,1,1,1,201,1219,Rivoli,2.95E+07,383767.6458,4.99E+06,45.06693009,7.523536319,4
216,1,1,1,201,1220,Robassomero,8.73E+06,388286.8983,5.01E+06,45.1908164,7.577867185,4
217,1,1,1,201,1221,Rocca Canavese,1.41E+07,388294.417,5.02E+06,45.30839404,7.575025338,4
218,1,1,1,201,1222,Roletto,9.89E+06,368637.4043,4.98E+06,44.92076711,7.335578889,4
219,1,1,1,201,1223,Romano Canavese,1.12E+07,411613.1287,5.03E+06,45.40020286,7.870666575,4
220,1,1,1,201,1224,Ronco Canavese,9.67E+07,382676.2335,5.04E+06,45.50754257,7.498087065,4
221,1,1,1,201,1225,Rondissone,1.11E+07,418472.3764,5.01E+06,45.24624302,7.961126417,4
222,1,1,1,201,1226,Rorà ,1.25E+07,356808.2069,4.96E+06,44.77956859,7.190126888,4
223,1,1,1,201,1227,Roure,5.92E+07,352438.8591,4.99E+06,45.01104568,7.127400671,4
224,1,1,1,201,1228,Rosta,8.93E+06,379298.1222,4.99E+06,45.07536216,7.466535813,4
225,1,1,1,201,1229,Rubiana,2.70E+07,372262.4755,5.00E+06,45.15593092,7.374865169,4
226,1,1,1,201,1230,Rueglio,1.49E+07,401353.3181,5.04E+06,45.4734938,7.737942079,4
227,1,1,1,201,1231,Salassa,5.12E+06,397597.8915,5.02E+06,45.35893161,7.692542948,4
228,1,1,1,201,1232,Salbertrand,3.88E+07,333353.8668,4.99E+06,45.07501522,6.882846812,4
229,1,1,1,201,1233,Salerano Canavese,2.27E+06,409519.9862,5.03E+06,45.45779915,7.842745576,4
230,1,1,1,201,1234,Salza di Pinerolo,1.61E+07,344574.6531,4.98E+06,44.93544013,7.030192216,4
231,1,1,1,201,1235,Samone,2.35E+06,409207.6564,5.03E+06,45.44712821,7.83896982,4
232,1,1,1,201,1236,San Benigno Canavese,2.22E+07,404720.1582,5.01E+06,45.23205016,7.786189552,4
233,1,1,1,201,1237,San Carlo Canavese,2.13E+07,391523.4235,5.01E+06,45.25475667,7.617519817,4
234,1,1,1,201,1238,San Colombano Belmonte,3.49E+06,391092.5524,5.03E+06,45.38612811,7.608816685,4
235,1,1,1,201,1239,San Didero,3.21E+06,359812.1024,5.00E+06,45.13444619,7.217135699,4
236,1,1,1,201,1240,San Francesco al Campo,1.50E+07,395337.1618,5.01E+06,45.22983152,7.666707315,4
237,1,1,1,201,1241,Sangano,6.60E+06,377477.714,4.99E+06,45.02353889,7.444813656,4
238,1,1,1,201,1242,San Germano Chisone,1.57E+07,360696.0541,4.97E+06,44.88899966,7.235930796,4
239,1,1,1,201,1243,San Gillio,8.94E+06,383939.9229,5.00E+06,45.13853711,7.523880191,4
240,1,1,1,201,1244,San Giorgio Canavese,2.01E+07,405927.1125,5.02E+06,45.32135444,7.799683918,4
241,1,1,1,201,1245,San Giorio di Susa,1.98E+07,356258.0979,5.00E+06,45.09517861,7.173190652,4
242,1,1,1,201,1246,San Giusto Canavese,9.84E+06,406483.4761,5.02E+06,45.29838697,7.807264687,4
243,1,1,1,201,1247,San Martino Canavese,9.99E+06,406796.9652,5.03E+06,45.39687262,7.809199527,4
244,1,1,1,201,1248,San Maurizio Canavese,1.73E+07,392862.3782,5.01E+06,45.20462741,7.63578409,4
245,1,1,1,201,1249,San Mauro Torinese,1.24E+07,402864.1079,5.00E+06,45.10359159,7.765323213,4
246,1,1,1,201,1250,San Pietro Val Lemina,1.20E+07,365009.1317,4.98E+06,44.92867564,7.289372397,4
247,1,1,1,201,1251,San Ponso,2.10E+06,395385.5738,5.02E+06,45.34670818,7.664583854,4
248,1,1,1,201,1252,San Raffaele Cimena,1.14E+07,410056.1592,5.00E+06,45.15190482,7.855774473,4
249,1,1,1,201,1253,San Sebastiano da Po,1.63E+07,417019.3981,5.00E+06,45.15977368,7.94421243,4
250,1,1,1,201,1254,San Secondo di Pinerolo,1.24E+07,365954.9314,4.97E+06,44.85991593,7.303381269,4
251,1,1,1,201,1255,Sant'Ambrogio di Torino,8.42E+06,370846.933,5.00E+06,45.09695835,7.358548602,4
252,1,1,1,201,1256,Sant'Antonino di Susa,9.95E+06,363519.8843,4.99E+06,45.09347,7.26553216,4
253,1,1,1,201,1257,Santena,1.63E+07,403954.1481,4.98E+06,44.94435692,7.782558667,4
254,1,1,1,201,1258,Sauze di Cesana,7.87E+07,336287.7451,4.97E+06,44.89751009,6.926532019,4
255,1,1,1,201,1259,Sauze d'Oulx,1.80E+07,332175.3211,4.99E+06,45.01805615,6.869989842,4
256,1,1,1,201,1260,Scalenghe,3.14E+07,380551.0302,4.97E+06,44.89313219,7.4872547,4
257,1,1,1,201,1261,Scarmagno,8.29E+06,409624.0935,5.03E+06,45.38239626,7.845614907,4
258,1,1,1,201,1262,Sciolze,1.16E+07,411587.947,4.99E+06,45.09908522,7.8762988,4
